Investor Date;PRIS;SUBSTANSVÄRDE;BERÄKNAT_SUBSTANSVÄRDE;Rabatt/Premie;Genomsnittsrabatt senaste 100 handelsdagarna;Nuvarande rabatt minus snitt;Avkastning 200 handelsdagar;OMX Date;Index Value;Avkastning OMXS#=
2024-04-08;1052,4;1068;1160;1,102242493;1,115859799;-1,36%;18,40%;2024-04-08;2 522,35881470152;4,94%
2024-04-09;1045,6;1068;1156;1,10558531;1,115005589;-0,94%;19,82%;2024-04-09;2 513,50408189617;4,86%
2024-04-10;1046,8;1068;1160;1,108139091;1,114184755;-0,60%;20,25%;2024-04-10;2 519,05462939813;5,49%
2024-04-11;1040,4;1068;1156;1,111111111;1,113430185;-0,23%;22,09%;2024-04-11;2 499,70353549395;6,51%
2024-04-12;1043,2;1068;1160;1,11196319;1,112641593;-0,07%;21,28%;2024-04-12;2 506,99136949790;6,52%
2024-04-15;1048,6;1068;1168;1,113866107;1,111864673;0,20%;16,90%;2024-04-15;2 523,39523438462;4,33%
2024-04-16;1042,2;1068;1152;1,105354059;1,111094925;-0,57%;17,71%;2024-04-16;2 491,75560603926;5,89%
2024-04-17;1049,2;1068;1156;1,101791841;1,110240203;-0,84%;17,67%;2024-04-17;2 505,27436480869;4,94%
2024-04-18;1047,4;1196;1200;1,1456941;1,109856412;3,58%;19,73%;2024-04-18;2 517,68649217963;5,88%
2024-04-19;1044,2;1196;1196;1,145374449;1,109483426;3,59%;19,04%;2024-04-19;2 502,07016281184;5,50%
2024-04-22;1057;1196;1196;1,131504257;1,10908676;2,24%;18,30%;2024-04-22;2 511,40587364544;5,85%
2024-04-23;1074,4;1196;1204;1,120625465;1,108612159;1,20%;17,16%;2024-04-23;2 546,33174081995;4,73%
2024-04-24;1080;1196;1220;1,12962963;1,108197318;2,14%;16,94%;2024-04-24;2 543,21070995348;5,34%
2024-04-25;1064,4;1196;1220;1,146185644;1,10792179;3,83%;20,18%;2024-04-25;2 525,39894209201;7,87%
2024-04-26;1084,2;1196;1236;1,140011068;1,10761696;3,24%;17,78%;2024-04-26;2 557,69496388677;6,23%
2024-04-29;1088,4;1196;1240;1,139287027;1,107325912;3,20%;19,09%;2024-04-29;2 566,80725386182;6,87%
2024-04-30;1089,4;1196;1240;1,138241234;1,107048231;3,12%;19,61%;2024-04-30;2 556,39768263741;7,86%
2024-05-02;1079,2;1196;1232;1,14158636;1,106896848;3,47%;18,96%;2024-05-02;2 525,20908051803;7,33%
2024-05-03;1093,8;1196;1236;1,130005485;1,106640328;2,34%;17,63%;2024-05-03;2 540,07702138912;7,28%
2024-05-06;1105,4;1196;1244;1,125384476;1,106474904;1,89%;16,56%;2024-05-06;2 563,78876898769;6,26%
2024-05-07;1120;1196;1256;1,121428571;1,106248885;1,52%;13,98%;2024-05-07;2 593,17161700579;4,64%
2024-05-08;1116;1196;1244;1,114695341;1,106023477;0,87%;14,50%;2024-05-08;2 589,10180364404;5,24%
2024-05-10;1129,4;1196;1260;1,115636621;1,105859083;0,98%;15,11%;2024-05-10;2 627,86835540146;5,12%
2024-05-13;1130,2;1196;1260;1,11484693;1,105635175;0,92%;13,61%;2024-05-13;2 624,75752970796;4,46%
2024-05-14;1126,6;1196;1260;1,118409373;1,10537958;1,30%;13,53%;2024-05-14;2 632,85257155301;3,49%
2024-05-15;1126,4;1196;1268;1,125710227;1,105181679;2,05%;15,36%;2024-05-15;2 627,51891465615;4,46%
2024-05-16;1112,2;1196;1260;1,132889768;1,105090335;2,78%;11,69%;2024-05-16;2 608,81683384859;1,82%
2024-05-17;1106,6;1196;1256;1,135008133;1,104968698;3,00%;14,30%;2024-05-17;2 602,19946584099;4,68%
2024-05-20;1133,2;1196;1268;1,118955171;1,104734475;1,42%;10,66%;2024-05-20;2 632,16986718167;3,83%
2024-05-21;1145;1196;1272;1,110917031;1,104382745;0,65%;9,38%;2024-05-21;2 631,49206447274;3,71%
2024-05-22;1144,6;1196;1272;1,111305259;1,104074009;0,72%;7,71%;2024-05-22;2 634,50585689380;2,89%
2024-05-23;1140;1196;1280;1,122807018;1,103843804;1,90%;6,21%;2024-05-23;2 641,46680456681;0,42%
2024-05-24;1139,4;1196;1272;1,116377041;1,103499912;1,29%;7,25%;2024-05-24;2 624,49953409580;1,22%
2024-05-27;1143,8;1196;1272;1,112082532;1,103144319;0,89%;6,35%;2024-05-27;2 630,29593861230;0,67%
2024-05-28;1135,4;1196;1264;1,113264048;1,102876689;1,04%;8,93%;2024-05-28;2 616,28552074457;2,53%
2024-05-29;1128,8;1196;1252;1,109142452;1,102509844;0,66%;9,51%;2024-05-29;2 583,50044792331;3,94%
2024-05-30;1128;1196;1256;1,113475177;1,102234771;1,12%;9,65%;2024-05-30;2 593,07480918275;3,56%
2024-05-31;1137,6;1196;1260;1,107594937;1,101853466;0,57%;10,06%;2024-05-31;2 604,10396835168;2,84%
2024-06-03;1141,4;1196;1264;1,10741195;1,101485353;0,59%;9,95%;2024-06-03;2 612,01551981196;2,17%
2024-06-04;1136,2;1196;1260;1,10895969;1,101048418;0,79%;9,24%;2024-06-04;2 587,70232229366;1,61%
2024-06-05;1148,8;1196;1268;1,103760446;1,100524262;0,32%;7,94%;2024-06-05;2 609,72202190065;0,81%
2024-06-07;1155,2;1196;1280;1,108033241;1,100017363;0,80%;7,98%;2024-06-07;2 623,58857873616;0,68%
2024-06-10;1147,4;1196;1272;1,108593341;1,099611126;0,90%;8,07%;2024-06-10;2 600,71588312568;0,13%
2024-06-11;1140,8;1196;1264;1,10799439;1,099157974;0,88%;8,33%;2024-06-11;2 586,96256837358;-0,55%
2024-06-12;1171;1196;1280;1,093082835;1,098517406;-0,54%;4,13%;2024-06-12;2 627,11556962238;-3,21%
2024-06-13;1147,4;1196;1268;1,105107199;1,097900975;0,72%;4,01%;2024-06-13;2 587,11087292867;-3,60%
2024-06-14;1135;1196;1260;1,110132159;1,097333957;1,28%;5,99%;2024-06-14;2 561,59954293350;-2,02%
2024-06-17;1134,4;1196;1260;1,110719323;1,096993675;1,37%;3,83%;2024-06-17;2 558,51261166354;-3,12%
2024-06-18;1139,4;1196;1264;1,109355801;1,096902556;1,25%;-0,56%;2024-06-18;2 566,48891531470;-7,07%
2024-06-19;1137,8;1196;1256;1,10388469;1,096763969;0,71%;-3,55%;2024-06-19;2 554,20595498857;-10,45%
2024-06-20;1151,8;1196;1260;1,09393992;1,096596238;-0,27%;-10,33%;2024-06-20;2 573,77092740786;-15,32%
2024-06-24;1155,4;1196;1268;1,097455427;1,096560837;0,09%;-8,07%;2024-06-24;2 594,54387325081;-13,77%
2024-06-25;1147,4;1196;1256;1,094648771;1,09652854;-0,19%;-11,47%;2024-06-25;2 561,56621685281;-15,06%
2024-06-26;1156,4;1196;1260;1,089588378;1,096432334;-0,68%;-6,09%;2024-06-26;2 572,24273648604;-11,34%
2024-06-27;1157;1196;1264;1,092480553;1,096437662;-0,40%;-6,67%;2024-06-27;2 557,86518014630;-10,96%
2024-06-28;1160,8;1196;1264;1,088904204;1,096428061;-0,75%;-4,96%;2024-06-28;2 569,45386867404;-8,98%
2024-07-01;1160,2;1196;1268;1,092915015;1,096475695;-0,36%;-3,17%;2024-07-01;2 584,83228514585;-7,51%
2024-07-02;1162;1196;1256;1,080895009;1,09639913;-1,55%;-4,89%;2024-07-02;2 554,12372629332;-7,11%
2024-07-03;1158;1196;1256;1,08462867;1,096391831;-1,18%;-4,11%;2024-07-03;2 565,26501869852;-8,17%
2024-07-04;1164,2;1196;1260;1,082288267;1,09635517;-1,41%;-4,00%;2024-07-04;2 571,87069157505;-8,08%
2024-07-05;1156,2;1196;1256;1,086317246;1,09634971;-1,00%;-2,59%;2024-07-05;2 556,53460607799;-6,42%
2024-07-08;1152,4;1196;1260;1,093370358;1,096499378;-0,31%;-1,98%;2024-07-08;2 564,30339110105;-6,45%
2024-07-09;1147,8;1196;1256;1,094267294;1,096623454;-0,24%;-0,28%;2024-07-09;2 534,21518641641;-4,23%
2024-07-10;1148;1196;1264;1,101045296;1,096915275;0,41%;-0,70%;2024-07-10;2 548,39859279420;-4,72%
2024-07-11;1151;1196;1272;1,105125977;1,09725742;0,79%;-2,22%;2024-07-11;2 574,27510510064;-6,31%
2024-07-12;1184,4;1196;1296;1,094224924;1,097511324;-0,33%;-3,65%;2024-07-12;2 630,60889458513;-7,47%
2024-07-15;1184;1196;1288;1,087837838;1,097646359;-0,98%;-2,33%;2024-07-15;2 605,29237390310;-5,48%
2024-07-16;1184,6;1196;1292;1,090663515;1,097822959;-0,72%;-2,68%;2024-07-16;2 613,58285970527;-5,69%
2024-07-17;1177,8;1268;1284;1,09016811;1,098027822;-0,79%;-3,53%;2024-07-17;2 597,55521424743;-6,49%
2024-07-18;1172,2;1268;1268;1,081726668;1,098162986;-1,64%;-3,11%;2024-07-18;2 597,78910320427;-6,40%
2024-07-19;1177,4;1268;1260;1,070154578;1,098096869;-2,79%;-3,72%;2024-07-19;2 570,62996636395;-4,72%
2024-07-22;1195,2;1268;1268;1,060910308;1,098025005;-3,71%;-4,90%;2024-07-22;2 593,42870432920;-5,57%
2024-07-23;1200;1268;1276;1,063333333;1,098078842;-3,47%;-1,85%;2024-07-23;2 596,42534954345;-2,74%
2024-07-24;1186,6;1268;1268;1,06859936;1,098128896;-2,95%;-1,11%;2024-07-24;2 570,96977175862;-1,64%
2024-07-25;1185,2;1268;1264;1,066486669;1,09814138;-3,17%;-1,52%;2024-07-25;2 562,37244309489;-1,73%
2024-07-26;1198,8;1268;1272;1,061061061;1,098096074;-3,70%;-1,79%;2024-07-26;2 578,74879950724;-1,41%
2024-07-29;1203,6;1268;1268;1,053506148;1,09803269;-4,45%;-2,63%;2024-07-29;2 580,00071091717;-1,39%
2024-07-30;1205,4;1268;1276;1,058569769;1,097967245;-3,94%;-2,26%;2024-07-30;2 595,24807207242;-1,79%
2024-07-31;1215,2;1268;1284;1,056616195;1,097823994;-4,12%;-2,49%;2024-07-31;2 609,32809097476;-1,77%
2024-08-01;1192;1268;1264;1,060402685;1,097754343;-3,74%;-1,95%;2024-08-01;2 547,17558821577;0,03%
2024-08-02;1128;1268;1224;1,085106383;1,097895874;-1,28%;0,37%;2024-08-02;2 467,00450383085;1,40%
2024-08-05;1092;1268;1204;1,102564103;1,098221034;0,43%;2,45%;2024-08-05;2 411,25553380502;2,83%
2024-08-06;1108,6;1268;1204;1,086054483;1,098367859;-1,23%;2,62%;2024-08-06;2 402,95559139827;4,49%
2024-08-07;1136,6;1268;1220;1,073376738;1,098424766;-2,50%;-0,12%;2024-08-07;2 442,13179751238;3,10%
2024-08-08;1133,6;1268;1228;1,083274524;1,09867965;-1,54%;-0,55%;2024-08-08;2 450,39368358720;2,44%
2024-08-09;1140,6;1268;1232;1,080133263;1,098874385;-1,87%;-1,03%;2024-08-09;2 458,59303665918;1,52%
2024-08-12;1144;1268;1232;1,076923077;1,099009915;-2,21%;-2,29%;2024-08-12;2 460,90305544363;0,83%
2024-08-13;1148,2;1268;1244;1,083434942;1,099282192;-1,58%;-2,67%;2024-08-13;2 472,95587365368;0,60%
2024-08-14;1159;1268;1252;1,080241588;1,099254559;-1,90%;-2,33%;2024-08-14;2 494,18530953689;0,65%
2024-08-15;1175,6;1268;1268;1,078598163;1,099329532;-2,07%;-3,35%;2024-08-15;2 522,81229148424;-0,05%
2024-08-16;1186,2;1268;1272;1,072331816;1,099250006;-2,69%;-4,06%;2024-08-16;2 533,09315537512;-0,80%
2024-08-19;1189,4;1268;1268;1,06608374;1,099065485;-3,30%;-4,04%;2024-08-19;2 540,82625298491;-1,13%
2024-08-20;1184;1268;1264;1,067567568;1,098979357;-3,14%;-4,09%;2024-08-20;2 527,29308943852;-1,10%
2024-08-21;1183,2;1268;1260;1,064908722;1,098905619;-3,40%;-5,76%;2024-08-21;2 523,94021481141;-1,68%
2024-08-22;1202,2;1268;1268;1,05473299;1,098694394;-4,40%;-8,53%;2024-08-22;2 541,09763361339;-3,21%
2024-08-23;1208,8;1268;1272;1,052283256;1,098472732;-4,62%;-8,11%;2024-08-23;2 559,27251860919;-2,89%
2024-08-26;1216,8;1268;1276;1,048652202;1,098204445;-4,96%;-9,73%;2024-08-26;2 567,12414042609;-4,12%
2024-08-27;1200,2;1268;1272;1,059823363;1,098069773;-3,82%;-8,07%;2024-08-27;2 556,74827637867;-3,84%
2024-08-28;1211,8;1268;1276;1,052979039;1,097824467;-4,48%;-9,19%;2024-08-28;2 562,53629356580;-4,50%
2024-08-29;1226;1268;1288;1,050570962;1,097518394;-4,69%;-11,06%;2024-08-29;2 587,90086121935;-6,33%
2024-08-30;1221,4;1268;1288;1,054527591;1,09704419;-4,25%;-9,46%;2024-08-30;2 595,95847809100;-5,53%
2024-09-02;1228,8;1268;1284;1,044921875;1,096476659;-5,16%;-9,75%;2024-09-02;2 589,98148737448;-5,62%
2024-09-03;1218;1268;1272;1,044334975;1,09587022;-5,15%;-9,67%;2024-09-03;2 565,77756943051;-4,48%
2024-09-04;1202,8;1268;1256;1,04423013;1,095237458;-5,10%;-6,15%;2024-09-04;2 531,71991760778;-1,01%
2024-09-05;1173;1268;1244;1,060528559;1,09473664;-3,42%;-4,60%;2024-09-05;2 509,30424191637;-0,63%
2024-09-06;1176,4;1268;1232;1,047262836;1,094096043;-4,68%;-4,86%;2024-09-06;2 480,99206014502;0,40%
2024-09-09;1193,8;1268;1252;1,048751885;1,093451348;-4,47%;-5,63%;2024-09-09;2 511,44277520189;0,43%
2024-09-10;1193;1268;1248;1,046102263;1,092864696;-4,68%;-4,98%;2024-09-10;2 495,76029993388;1,35%
2024-09-11;1182,6;1268;1240;1,048537122;1,092337422;-4,38%;-4,85%;2024-09-11;2 489,95464361208;0,91%
2024-09-12;1195,8;1268;1252;1,046997826;1,091360231;-4,44%;-5,67%;2024-09-12;2 510,53879070282;0,16%
2024-09-13;1204,2;1268;1256;1,04301611;1,090346782;-4,73%;-5,61%;2024-09-13;2 525,18023518791;-0,11%
2024-09-16;1215;1268;1260;1,037037037;1,089411463;-5,24%;-5,78%;2024-09-16;2 529,74504080924;0,26%
2024-09-17;1221,8;1268;1260;1,031265346;1,088526709;-5,73%;-3,88%;2024-09-17;2 555,90019355663;0,95%
2024-09-18;1208;1268;1256;1,039735099;1,087636664;-4,79%;-4,24%;2024-09-18;2 544,24523011110;0,03%
2024-09-19;1234,4;1268;1276;1,033700583;1,086522951;-5,28%;-6,80%;2024-09-19;2 592,91294673534;-2,34%
2024-09-20;1240,6;1268;1268;1,022086087;1,085355377;-6,33%;-6,82%;2024-09-20;2 579,15123215518;-1,81%
2024-09-23;1240,6;1268;1272;1,025310334;1,084226895;-5,89%;-6,96%;2024-09-23;2 583,84603575881;-2,77%
2024-09-24;1231,4;1268;1264;1,026473932;1,083120288;-5,66%;-4,89%;2024-09-24;2 590,00967272563;-1,33%
2024-09-25;1245;1268;1276;1,024899598;1,081964973;-5,71%;-6,15%;2024-09-25;2 610,90671674566;-2,46%
2024-09-26;1256,2;1268;1292;1,028498647;1,080959955;-5,25%;-7,58%;2024-09-26;2 642,42754171286;-3,43%
2024-09-27;1247,4;1268;1288;1,032547699;1,080040779;-4,75%;-8,14%;2024-09-27;2 639,44616910739;-3,87%
2024-09-30;1250,2;1268;1284;1,027035674;1,079106196;-5,21%;-6,64%;2024-09-30;2 626,43785831254;-1,29%
2024-10-01;1240,4;1268;1284;1,035149952;1,078318618;-4,32%;-5,47%;2024-10-01;2 611,34378879813;-0,43%
2024-10-02;1240,4;1268;1288;1,038374718;1,077553649;-3,92%;-5,80%;2024-10-02;2 620,65615714768;-0,55%
2024-10-03;1228,8;1268;1280;1,041666667;1,076829092;-3,52%;-5,29%;2024-10-03;2 594,49817303214;-0,19%
2024-10-04;1229,6;1268;1284;1,04424203;1,076094761;-3,19%;-5,22%;2024-10-04;2 603,79455785523;-0,03%
2024-10-07;1225;1268;1280;1,044897959;1,07529464;-3,04%;-5,52%;2024-10-07;2 602,65571227405;0,13%
2024-10-08;1221,4;1268;1280;1,04797773;1,074453927;-2,65%;-6,83%;2024-10-08;2 587,88982494422;-0,30%
2024-10-09;1228,4;1268;1284;1,04526213;1,073565352;-2,83%;-8,66%;2024-10-09;2 594,90713481886;-2,36%
2024-10-10;1219;1268;1272;1,043478261;1,072818056;-2,93%;-7,10%;2024-10-10;2 573,91125916904;-0,83%
2024-10-11;1247,6;1268;1276;1,022763706;1,071945251;-4,92%;-9,03%;2024-10-11;2 588,71553307490;-1,00%
2024-10-14;1253;1268;1284;1,024740623;1,071088175;-4,63%;-9,50%;2024-10-14;2 598,24529248113;-1,22%
2024-10-15;1242,6;1268;1272;1,023660068;1,070106522;-4,64%;-7,65%;2024-10-15;2 577,06507353136;0,65%
2024-10-16;1243;1268;1276;1,026548673;1,069217133;-4,27%;-7,34%;2024-10-16;2 580,09144508019;0,89%
2024-10-17;1234;1288;1292;1,047001621;1,068572767;-2,16%;-6,81%;2024-10-17;2 585,81281643463;0,19%
2024-10-18;1239,8;1288;1292;1,042103565;1,067868208;-2,58%;-7,00%;2024-10-18;2 594,30405333035;0,57%
2024-10-21;1233,6;1288;1284;1,040856031;1,067192105;-2,63%;-6,08%;2024-10-21;2 576,20418298824;1,42%
2024-10-22;1226,4;1288;1288;1,050228311;1,066565898;-1,63%;-4,35%;2024-10-22;2 571,51329443294;2,39%
2024-10-23;1226,8;1288;1288;1,049885882;1,065994521;-1,61%;-3,73%;2024-10-23;2 581,32814889786;2,30%
2024-10-24;1215,6;1288;1284;1,056268509;1,065488151;-0,92%;-3,11%;2024-10-24;2 578,08582222412;1,85%
2024-10-25;1224;1288;1284;1,049019608;1,064894685;-1,59%;-2,61%;2024-10-25;2 592,28112324359;2,61%
2024-10-28;1236,6;1288;1296;1,048034934;1,064342947;-1,63%;-4,37%;2024-10-28;2 624,08530870962;1,19%
2024-10-29;1230;1288;1292;1,050406504;1,063772385;-1,34%;-4,50%;2024-10-29;2 610,76523677093;1,37%
2024-10-30;1213,6;1288;1280;1,05471325;1,063238919;-0,85%;-1,71%;2024-10-30;2 578,38274947629;4,30%
2024-10-31;1205,8;1288;1264;1,048266711;1,062647556;-1,44%;-1,59%;2024-10-31;2 542,40789268954;4,96%
2024-11-01;1208,6;1288;1268;1,049147774;1,062212555;-1,31%;-2,66%;2024-11-01;2 557,22150536679;3,90%
2024-11-04;1215,4;1288;1272;1,046569031;1,061632969;-1,51%;-3,09%;2024-11-04;2 571,98355127944;2,86%
2024-11-05;1214;1288;1272;1,047775947;1,061015581;-1,32%;-3,33%;2024-11-05;2 574,12683322059;2,70%
2024-11-06;1214,6;1288;1272;1,047258357;1,060387255;-1,31%;-4,05%;2024-11-06;2 553,13194359894;2,84%
2024-11-07;1223,6;1288;1280;1,046093495;1,059760895;-1,37%;-4,12%;2024-11-07;2 584,72413806828;1,77%
2024-11-08;1211;1288;1280;1,056977704;1,05929647;-0,23%;-5,58%;2024-11-08;2 558,74393087439;0,74%
2024-11-11;1221,4;1288;1292;1,057802522;1,058938674;-0,11%;-5,39%;2024-11-11;2 576,42538533591;0,81%
2024-11-12;1192,6;1288;1268;1,06322321;1,058599741;0,46%;-2,73%;2024-11-12;2 514,23081403963;3,71%
2024-11-13;1186,8;1288;1272;1,071789687;1,058373413;1,34%;-2,07%;2024-11-13;2 512,56252235419;4,54%
2024-11-14;1202,8;1288;1272;1,057532424;1,058056027;-0,05%;-4,06%;2024-11-14;2 531,38915051223;4,30%
2024-11-15;1185;1288;1260;1,063291139;1,057767023;0,55%;-3,19%;2024-11-15;2 509,98669271073;4,90%
2024-11-18;1191,6;1288;1256;1,054044982;1,057421883;-0,34%;-3,83%;2024-11-18;2 506,91287595451;4,88%
2024-11-19;1183,6;1288;1256;1,061169314;1,057107569;0,41%;-3,53%;2024-11-19;2 493,47557413340;5,71%
2024-11-20;1180,2;1288;1252;1,060837146;1,056908976;0,39%;-3,19%;2024-11-20;2 484,49033398803;6,07%
2024-11-21;1187,4;1288;1260;1,061141991;1,056676435;0,45%;-4,18%;2024-11-21;2 496,30998455146;5,65%
2024-11-22;1193,8;1288;1268;1,062154465;1,05647709;0,57%;-5,83%;2024-11-22;2 514,10186218111;3,98%
2024-11-25;1190,6;1288;1268;1,065009239;1,05626612;0,87%;-5,17%;2024-11-25;2 512,45102347067;4,12%
2024-11-26;1186,6;1288;1264;1,065228384;1,055987486;0,92%;-3,89%;2024-11-26;2 495,79615087113;5,57%
2024-11-27;1188,8;1288;1264;1,063257066;1,055680454;0,76%;-4,46%;2024-11-27;2 497,67542215982;5,95%
2024-11-28;1190,6;1288;1268;1,065009239;1,055323662;0,97%;-3,68%;2024-11-28;2 508,92348463372;5,53%
2024-11-29;1197;1288;1276;1,065998329;1,054936259;1,11%;-2,27%;2024-11-29;2 513,84567990053;6,26%
2024-12-02;1212,8;1288;1288;1,062005277;1,054617253;0,74%;-5,57%;2024-12-02;2 548,13305816670;3,82%
2024-12-03;1220,6;1288;1292;1,058495822;1,054326738;0,42%;-6,95%;2024-12-03;2 573,69544040560;1,94%
2024-12-04;1221,8;1288;1296;1,06073007;1,054030367;0,67%;-5,68%;2024-12-04;2 594,37775015160;1,94%
2024-12-05;1223;1288;1296;1,059689289;1,053728596;0,60%;-4,82%;2024-12-05;2 606,08272024912;1,76%
2024-12-06;1232,8;1288;1300;1,054510058;1,053459125;0,11%;-4,59%;2024-12-06;2 614,26766016515;1,86%
2024-12-09;1220,4;1288;1300;1,065224517;1,053410313;1,18%;-3,15%;2024-12-09;2 617,80012018683;2,26%
2024-12-10;1212;1288;1292;1,066006601;1,053460771;1,25%;-0,43%;2024-12-10;2 595,48554351752;4,36%
2024-12-11;1198,6;1288;1296;1,081261472;1,053638277;2,76%;-100,00%;2024-12-11;2 588,43923176547;-100,00%
2024-12-12;1190,4;1288;1292;1,085349462;1,05380412;3,15%;-100,00%;2024-12-12;2 573,97646258679;-100,00%
2024-12-13;1187,6;1288;1284;1,081172112;1,05394952;2,72%;-100,00%;2024-12-13;2 556,34308197108;-100,00%
2024-12-16;1186,6;1288;1284;1,082083263;1,054157661;2,79%;-100,00%;2024-12-16;2 544,60445588026;-100,00%
2024-12-17;1181,8;1288;1280;1,083093586;1,054450606;2,86%;-100,00%;2024-12-17;2 533,06980588857;-100,00%
2024-12-18;1184,8;1288;1280;1,080351114;1,054666263;2,57%;-100,00%;2024-12-18;2 537,62616526074;-100,00%
2024-12-19;1161,4;1288;1248;1,07456518;1,054843975;1,97%;-100,00%;2024-12-19;2 481,09574263568;-100,00%
2024-12-20;1162,6;1288;1252;1,076896611;1,055007282;2,19%;-100,00%;2024-12-20;2 474,64845937292;-100,00%
2024-12-23;1164,8;1288;1252;1,074862637;1,054905858;2,00%;-100,00%;2024-12-23;2 469,86965911341;-100,00%
2024-12-27;1174,4;1288;1260;1,072888283;1,054612038;1,83%;-100,00%;2024-12-27;2 490,18566295317;-100,00%
2024-12-30;1170,8;1288;1252;1,069354288;1,05444669;1,49%;-100,00%;2024-12-30;2 483,12303274051;-100,00%
2025-01-02;1184;1288;1260;1,064189189;1,054355724;0,98%;-100,00%;2025-01-02;2 508,82938096948;-100,00%
2025-01-03;1186,8;1288;1264;1,065048871;1,054175272;1,09%;-100,00%;2025-01-03;2 511,41593982468;-100,00%
2025-01-07;1190,8;1288;1268;1,064830366;1,054023758;1,08%;-100,00%;2025-01-07;2 543,15142257884;-100,00%
2025-01-08;1201,6;1288;1272;1,058588549;1,053842228;0,47%;-100,00%;2025-01-08;2 541,28666152379;-100,00%
2025-01-09;1200,2;1288;1280;1,066488919;1,053674446;1,28%;-100,00%;2025-01-09;2 549,57863948908;-100,00%
2025-01-10;1197,6;1288;1268;1,058784235;1,053461997;0,53%;-100,00%;2025-01-10;2 523,72611995366;-100,00%
2025-01-13;1190;1288;1264;1,062184874;1,053299489;0,89%;-100,00%;2025-01-13;2 514,81304348747;-100,00%
2025-01-14;1186,4;1288;1268;1,068779501;1,053264318;1,55%;-100,00%;2025-01-14;2 521,21950202383;-100,00%
2025-01-15;1214,8;1288;1284;1,056964109;1,053174024;0,38%;-100,00%;2025-01-15;2 570,83245583038;-100,00%
2025-01-16;1220,6;1288;1292;1,058495822;1,053084205;0,54%;-100,00%;2025-01-16;2 585,86013652451;-100,00%
2025-01-17;1251,6;1288;1304;1,041866411;1,052856063;-1,10%;-100,00%;2025-01-17;2 617,40739157125;-100,00%
2025-01-20;1245,4;1288;1300;1,043841336;1,052748225;-0,89%;-100,00%;2025-01-20;2 616,68468977818;-100,00%
2025-01-21;1254,4;1288;1312;1,045918367;1,052685206;-0,68%;-100,00%;2025-01-21;2 638,41823359181;-100,00%
2025-01-22;1265,2;1288;1324;1,046474866;1,052663649;-0,62%;-100,00%;2025-01-22;2 647,98998167412;-100,00%
2025-01-23;1259,2;1268;1352;1,073697586;1,052801017;2,09%;-100,00%;2025-01-23;2 672,65317790462;-100,00%
2025-01-24;1260,8;1268;1348;1,069162437;1,052961249;1,62%;-100,00%;2025-01-24;2 669,73436641363;-100,00%
2025-01-27;1246;1268;1332;1,069020867;1,053143921;1,59%;-100,00%;2025-01-27;2 646,92220480843;-100,00%
2025-01-28;1252,8;1268;1324;1,056832695;1,053166744;0,37%;-100,00%;2025-01-28;2 635,63045593087;-100,00%
2025-01-29;1258,8;1268;1324;1,051795361;1,053234798;-0,14%;-100,00%;2025-01-29;2 657,32829367789;-100,00%
2025-01-30;1270,2;1268;1324;1,042355535;1,0532152;-1,09%;-100,00%;2025-01-30;2 662,31180092690;-100,00%
2025-01-31;1265,2;1268;1328;1,049636421;1,053268728;-0,36%;-100,00%;2025-01-31;2 670,53614029778;-100,00%
2025-02-03;1225,8;1268;1316;1,073584598;1,053397995;2,02%;-100,00%;2025-02-03;2 632,63627467249;-100,00%
2025-02-04;1226,8;1268;1316;1,072709488;1,053649942;1,91%;-100,00%;2025-02-04;2 638,46417628175;-100,00%
2025-02-05;1234,6;1268;1316;1,065932286;1,053820045;1,21%;-100,00%;2025-02-05;2 629,10860553338;-100,00%
2025-02-06;1254;1268;1328;1,059011164;1,053947856;0,51%;-100,00%;2025-02-06;2 665,74498431262;-100,00%
2025-02-07;1243;1268;1316;1,058728882;1,054048765;0,47%;-100,00%;2025-02-07;2 639,75465811227;-100,00%
2025-02-10;1250,4;1268;1320;1,055662188;1,05413455;0,15%;-100,00%;2025-02-10;2 658,28671253417;-100,00%
2025-02-11;1258,8;1268;1320;1,048617731;1,054190012;-0,56%;-100,00%;2025-02-11;2 666,86976587227;-100,00%
2025-02-12;1263;1268;1320;1,045130641;1,054270147;-0,91%;-100,00%;2025-02-12;2 678,96796953826;-100,00%
2025-02-13;1279,2;1268;1332;1,041275797;1,05436926;-1,31%;-100,00%;2025-02-13;2 724,24906285625;-100,00%
2025-02-14;1277;1268;1332;1,043069695;1,054402276;-1,13%;-100,00%;2025-02-14;2 716,99141334598;-100,00%
2025-02-17;1296,2;1268;1348;1,039962969;1,05446428;-1,45%;-100,00%;2025-02-17;2 743,26053851393;-100,00%
2025-02-18;1303;1268;1356;1,040675365;1,054648332;-1,40%;-100,00%;2025-02-18;2 757,27553234341;-100,00%
2025-02-19;1283,8;1268;1344;1,046892039;1,054862012;-0,80%;-100,00%;2025-02-19;2 710,23317005215;-100,00%
2025-02-20;1286,6;1268;1344;1,044613711;1,055041614;-1,04%;-100,00%;2025-02-20;2 725,08902926696;-100,00%
2025-02-21;1288,4;1268;1344;1,0431543;1,055222354;-1,21%;-100,00%;2025-02-21;2 724,26041167083;-100,00%
2025-02-24;1276,6;1268;1328;1,040263199;1,055338834;-1,51%;-100,00%;2025-02-24;2 713,62239476095;-100,00%
2025-02-25;1277,8;1268;1328;1,039286273;1,055405553;-1,61%;-100,00%;2025-02-25;2 724,72847203702;-100,00%
